dataset,method,encoding,avg_metric,std_metric,y,y_std
CAR,Find-RS,av,0.9690638065826698,0.08572102730905216,"[0.4871921770043527, 0.6978045560143641, 0.7920398032845426, 0.9075704766529465, 0.941444907886028, 0.9545518535606007, 0.9658601586994185, 0.976472084245558, 0.9818585506937616, 0.9869594881119468, 0.9898538536732712, 0.9906310924513224, 0.9920546104160151, 0.9932595569955172, 0.993851452613949, 0.9940172840641883, 0.9941011179476831, 0.9941862231071834, 0.9941877916702758, 0.9942696867301368, 0.994352808171926, 0.9942719690273174, 0.9942719690273174, 0.9942719690273174, 0.9942719690273174, 0.9942707396022581, 0.9942707396022581, 0.9942707396022581, 0.9942707396022581, 0.9942707396022581, 0.9942707396022581, 0.9943539994509137, 0.9943539994509137, 0.9943539994509137, 0.9943539994509137, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355, 0.9944361655741355]","[0.24795781416645613, 0.20475747892842383, 0.19458096375742406, 0.055415190897413896, 0.00831826478587, 0.011664054965962968, 0.00923380072856999, 0.006500370586635447, 0.0034703208119041284, 0.0026515135486959657, 0.0024534083746324256, 0.0018118585043870382, 0.0023559165485836785, 0.001677634142564678, 0.0022566508547512635, 0.001969520047877217, 0.0019943960399477884, 0.0020796659005514443, 0.0020802985653615926, 0.001997143459698732, 0.0019411059019480118, 0.001889543181377494, 0.001889543181377494, 0.001889543181377494, 0.001889543181377494, 0.0018906550540709079, 0.0018906550540709079, 0.0018906550540709079, 0.0018906550540709079, 0.0018906550540709079, 0.0018906550540709079, 0.0018306830249704583, 0.0018306830249704583, 0.0018306830249704583, 0.0018306830249704583, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486, 0.001803742649729486]"
CAR,RIPPER,av,0.9783576727202518,0.05175585488400153,"[0.6477148001399031, 0.8878285337905749, 0.9097709690046847, 0.928876292713699, 0.9498562177500715, 0.9657231804667603, 0.9717353372956963, 0.9793132709023913, 0.9854996622781634, 0.9884949529574995, 0.9912955409421393, 0.991722966754385, 0.9923007462339714, 0.9922157898984023, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9927130608835425, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113, 0.9926276682066113]","[0.016346497999163538, 0.007736523910040915, 0.006744684233780436, 0.00915977608054103, 0.008273560885614387, 0.0037710279936594288, 0.003180765796082309, 0.002853877518084231, 0.003209532936934519, 0.002408611463722731, 0.0012728609749004974, 0.0014950337085390091, 0.0019040940791740758, 0.001915889697854908, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023426108097504288, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266, 0.0023381225202477266]"
CAR,ID3,av,0.835111350558999,0.2826041996825962,"[0.08566235160507055, 0.10686613134357495, 0.12273283623528983, 0.1339577763127197, 0.16066771357777326, 0.18709780902479867, 0.3277287909702523, 0.5437670155694704, 0.7254056343898695, 0.8164090809059884, 0.8988398205400049, 0.9233276593534695, 0.934780190849849, 0.937540991259298, 0.9400840398529582, 0.9423303618673575, 0.946073202302722, 0.9505616539578107, 0.9539823579904183, 0.955888639270601, 0.9580568141304882, 0.9594331121395177, 0.9619479671244082, 0.9639267234247859, 0.9659699324712753, 0.9675517246673747, 0.9681779790001002, 0.9694545825474128, 0.9707724959201472, 0.9714853567188907, 0.9724576908301739, 0.9729796619786573, 0.9738542002844108, 0.9746515719264883, 0.9746659877836594, 0.9750963618759039, 0.9753751445679602, 0.9756308514553448, 0.9756332173253046, 0.9757999173762005, 0.976156062197776, 0.9769245975854608, 0.9766723065113354, 0.9767510482862434, 0.976065892949902, 0.9756340109460766, 0.9754657023785389, 0.9752000084666079, 0.9751136739716246, 0.9749588739285786]","[0.19774681581202003, 0.19349860419666662, 0.19054946604386463, 0.18913992839003035, 0.2180238688012585, 0.24443255035081973, 0.2597211169525054, 0.28763588756394143, 0.2976384023239599, 0.23458940822310229, 0.06537128380000581, 0.029612391411399114, 0.009413087484331582, 0.008789669497468325, 0.009704700219290176, 0.009034151634903795, 0.009389815060981138, 0.00824272799390701, 0.007273242247791898, 0.007761289119563354, 0.007732379237821643, 0.007558037168932118, 0.0073814954792642785, 0.006538083025390557, 0.005972308635410762, 0.006701384014514442, 0.006699754477870432, 0.006012179918974785, 0.00556597094469583, 0.005523931445779168, 0.005924603994824325, 0.005894208369352158, 0.006245901505324383, 0.0061914412117888605, 0.005935799067699297, 0.00547861221408715, 0.00574281792659962, 0.006225919319670553, 0.006229950014143563, 0.006432994176280043, 0.005936198172466739, 0.004816240211231403, 0.005220212840177264, 0.005327017796023583, 0.0059469223995000115, 0.006279807157384622, 0.006041914986853773, 0.006261845966076924, 0.006362921467339341, 0.006580308494478025]"
CAR,AQ,av,0.9765106418240511,0.050379234500105896,"[0.6443972699848443, 0.8878285337905749, 0.9338247064171596, 0.9550361815248811, 0.962881226241117, 0.9671794385112447, 0.973990393149955, 0.9796701476827463, 0.9854728248205571, 0.9867735980389293, 0.9877083017689762, 0.9872218280847609, 0.9873207364242174, 0.9878504420138323, 0.987947443862911, 0.9886334396598653, 0.9887986310669572, 0.9886437747446057, 0.9886572014931418, 0.9882500015224389, 0.9877702953795072, 0.9880261739054687, 0.9878709270650926, 0.9875394882464095, 0.9876224150121662, 0.987619191026756, 0.9875401502593698, 0.9875401502593698, 0.9885976266133257, 0.9887673587000061, 0.9893350074483432, 0.989667434938131, 0.9895855564148262, 0.98924877616512, 0.9892533571780715, 0.9893386022029667, 0.9893381754233209, 0.9892574681533366, 0.9890965584200604, 0.9892654308448077, 0.9889406680699553, 0.9891039224653992, 0.9896078193112187, 0.9896078193112187, 0.9897736453127637, 0.9896902517191533, 0.9896092948929841, 0.9896924052091529, 0.9896100288003137, 0.9895299716502175]","[0.01808010367212212, 0.007736523910040915, 0.006878906628545472, 0.0036680279348184695, 0.005742746565781016, 0.006665388406741447, 0.009393690403823358, 0.006415242449890134, 0.00432510981293318, 0.004056148204113214, 0.0044367429848865695, 0.004680875493520782, 0.005654777745885113, 0.00397044555311213, 0.0031376562042151656, 0.003815857203327314, 0.00375919531470174, 0.0038377581542487467, 0.004513841613729946, 0.0045407133942758264, 0.004244996501589244, 0.0034241694960871435, 0.0039264102588240455, 0.003994805334627771, 0.0036124548175657306, 0.003813211825284773, 0.0037960699830099673, 0.0037960699830099673, 0.0036666979180728664, 0.0034086859486246075, 0.00289187209673524, 0.002934821734089045, 0.0030938885122326165, 0.0029442267208055193, 0.002841365477819406, 0.002900273072679217, 0.002762150515428965, 0.002623927976590649, 0.0028106324882810705, 0.002437847801734197, 0.0024638345084591275, 0.0026479110997815634, 0.0028683838261801815, 0.0028683838261801815, 0.0029789150563108414, 0.0029863791579547764, 0.0030716611264024825, 0.002984347224838515, 0.0031458288954344625, 0.0031167534870987974]"
CAR,BRS,av,0.9129325180904353,0.19013805899605438,"[0.153203437142544, 0.2906851409284465, 0.4088762986289872, 0.5021033918098973, 0.5542408041725981, 0.6381951256678826, 0.8640530883989699, 0.947360746808303, 0.947360746808303, 0.9265865659721969, 0.9488842659523202, 0.9732707799820439, 0.9864315968295303, 0.9863561955240183, 0.9863561955240183, 0.9863582111125803, 0.986441049493291, 0.9863561955240183, 0.9866060878972494, 0.9867691364731316, 0.9867691364731316, 0.9866858813471012, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9867769870794808, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866024888363745, 0.9866898132375839, 0.9866898132375839, 0.9866898132375839, 0.9866898132375839, 0.9866898132375839, 0.9867732057483106, 0.9867732057483106, 0.9867732057483106, 0.9867732057483106, 0.9867732057483106, 0.9867732057483106, 0.9867732057483106]","[0.053303922276229654, 0.06935320395872499, 0.06722790110323826, 0.011514392092561582, 0.0135524332469288, 0.07061880060124645, 0.009202542750915811, 0.059117040272123736, 0.059117040272123736, 0.06063286528070603, 0.056606112413560436, 0.03826214512460475, 0.0030209031888943968, 0.0029787275831733495, 0.0029787275831733495, 0.0029796393839161654, 0.003027341571001289, 0.0029787275831733495, 0.003053107251361124, 0.0029757226687253378, 0.0029757226687253378, 0.0028913896441465445, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0029529697899392535, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.0028265881807533646, 0.002878648839668788, 0.002878648839668788, 0.002878648839668788, 0.002878648839668788, 0.002878648839668788, 0.0029398278981431205, 0.0029398278981431205, 0.0029398278981431205, 0.0029398278981431205, 0.0029398278981431205, 0.0029398278981431205, 0.0029398278981431205]"
COMPAS,Find-RS,av,0.5642084689116159,0.11735558701526128,"[0.15242545019053583, 0.21479201205505735, 0.2847908284243931, 0.33918956433992137, 0.3648925369642752, 0.3963115282647894, 0.43549567870082073, 0.4544835565612688, 0.4755466085784527, 0.4988247530409248, 0.5120774592380342, 0.5181185831685126, 0.5383585297400061, 0.5565858023720494, 0.5606094668177449, 0.5753208209859025, 0.5766444499827094, 0.5821544883017965, 0.5848228311627123, 0.5885681344373521, 0.5963825027389922, 0.6004846352967544, 0.6024551388006196, 0.6040904979324586, 0.6071214979161196, 0.6103109585842652, 0.6156146071138935, 0.620924505780566, 0.6267984001629817, 0.6314304360314317, 0.6322226714258975, 0.6341007938910331, 0.6350572364007518, 0.6386224052102343, 0.6391260246672623, 0.6419495151859553, 0.642467044637353, 0.6425360396332692, 0.6438218263332998, 0.6460140971616484, 0.6478198776406506, 0.6483837266568262, 0.6483736064553618, 0.6484409081579312, 0.648938010858774, 0.6494368432011394, 0.6497798598342186, 0.650075465165326, 0.6497013702391676, 0.6479298591393506]","[0.09908061889505189, 0.08596158419392028, 0.08698187242572564, 0.07180718317371132, 0.07976017816022406, 0.07696317645310259, 0.08347757717722809, 0.07052997923516814, 0.04927014695353809, 0.05177389247346735, 0.057222169941332786, 0.051588795211377644, 0.04567902639823484, 0.03039665693433825, 0.027516033786571723, 0.027936303157406552, 0.028475210580513402, 0.025588658477283213, 0.026777100613514154, 0.028020735361051465, 0.024285556471836164, 0.022280458499718166, 0.020544802326882924, 0.02066379000797784, 0.01773935289040537, 0.019382266146986557, 0.015781427083316417, 0.01743923227661826, 0.013178731328811671, 0.015912494085353758, 0.015724593013725443, 0.015474535959039889, 0.01663601113447092, 0.01603129380976724, 0.016454824377503768, 0.016150509445723726, 0.016191878491631836, 0.015717976877458968, 0.015292346147423063, 0.015408869911144912, 0.014512093614007633, 0.014813077803948171, 0.014912448061781351, 0.015054755427334072, 0.014754527889899933, 0.014848831926567795, 0.015102443938849502, 0.015221740805320792, 0.015173854063359594, 0.01557495182609309]"
COMPAS,RIPPER,av,0.6307279128820693,0.025701270069115312,"[0.4839030043362298, 0.5574830848685732, 0.5919076358737482, 0.6039621047600844, 0.6133503845409067, 0.6185983015425534, 0.6191814678364331, 0.6217140399871771, 0.6269419399872022, 0.6302675232620655, 0.6304479285826191, 0.6322775632475625, 0.6320762255642107, 0.6352956735772802, 0.6391519161161439, 0.6357020384268244, 0.6357353968193368, 0.635317174258955, 0.636883877072004, 0.6394269046269427, 0.6393713197888008, 0.6396538150341605, 0.6402410240356369, 0.6402410240356369, 0.6399810564591268, 0.6408341024447798, 0.6408059735557929, 0.6403491361942246, 0.6405533688241566, 0.6403714447641081, 0.6402614002745257, 0.6407853015398958, 0.6409806611390383, 0.6408763957288348, 0.6404064993608284, 0.641064488470861, 0.6401885467002705, 0.6400691506535816, 0.6400897417650667, 0.6400133453465535, 0.6379539423289836, 0.6403623614967974, 0.641882512334244, 0.6420313095980485, 0.6419322581825023, 0.6418961781403164, 0.6420743283143908, 0.6413393867062818, 0.6408858557755467, 0.6392755298236172]","[0.06853529399751422, 0.05588968281446434, 0.05033716662476812, 0.05252424340720599, 0.04253602176305609, 0.040386384195942114, 0.03999714091585799, 0.04180175661683, 0.029851609766627846, 0.02826892294594324, 0.02814433366667062, 0.027378637840508226, 0.027240911510320667, 0.02072611247690036, 0.01993420211764109, 0.018448234941155568, 0.015762323141018508, 0.0154275827942008, 0.017352027864866552, 0.015425081321261403, 0.015397443061352744, 0.015364296158077977, 0.01507893921747265, 0.01507893921747265, 0.015268597311003036, 0.0148526220003321, 0.0147645285177924, 0.014410095372127216, 0.014560684094438177, 0.014774906875034586, 0.015416511670167702, 0.015244453096814934, 0.015107627317305191, 0.01519870407802924, 0.0151611670751205, 0.015297710198734332, 0.017051568402608182, 0.01687290409917591, 0.016903888445052053, 0.016928197451310342, 0.0192435998926876, 0.01956285988103653, 0.018120773102102288, 0.01754870660013032, 0.017564340689565364, 0.017593808413304202, 0.01788248503083545, 0.01636189084793403, 0.016323571934739375, 0.018805067218864963]"
COMPAS,ID3,av,0.3931503569464876,0.10456852275513491,"[0.08710067941990698, 0.1278146256070623, 0.155535184861219, 0.2307563888324203, 0.252014513647967, 0.26337385115318507, 0.2709308709233426, 0.27791326480514517, 0.2887257998755014, 0.29891451162162114, 0.32233523565712574, 0.3236246177889364, 0.34122886080251186, 0.34217427392653105, 0.35460359933701535, 0.35641718414156565, 0.36418794063037, 0.3692151229566495, 0.3763880017155869, 0.3776445403890659, 0.38064651711944614, 0.38380001780231715, 0.39794978338655457, 0.41154972780244803, 0.4149697953336332, 0.4192600291845858, 0.4304400692784844, 0.431553130514848, 0.4327975543671748, 0.43605728205646443, 0.4369094515755134, 0.44209279103843924, 0.4579723811919661, 0.461068405774504, 0.47128650545709655, 0.4712642568554051, 0.4815085638536386, 0.48873760986200343, 0.4894905276996357, 0.4905381856532407, 0.49064133268620125, 0.49173481649380346, 0.49440141969813645, 0.49559868556017134, 0.49802722862512266, 0.5010988489715322, 0.5096977200106643, 0.5111798353901871, 0.5252608996654918, 0.5290854063229371]","[0.07305825147614277, 0.09270158509393588, 0.0877457986112111, 0.08240036786631294, 0.08630402620637645, 0.09205880383142268, 0.09353087392991011, 0.0922389099024546, 0.09422666731559164, 0.09100031940789868, 0.07524131102916608, 0.074163772616334, 0.08028132640057928, 0.08108853948223922, 0.07789990342045217, 0.07775194672739685, 0.07604849677233906, 0.07799112089007793, 0.0829031737074979, 0.0831296235734401, 0.080387197778594, 0.0770446098517271, 0.07730213796603387, 0.07846091239610621, 0.07628287681674444, 0.07093141781029585, 0.06226024980436703, 0.06214841949022248, 0.06272925997556551, 0.06359773460396599, 0.06358889662477366, 0.060484363846336285, 0.06538725486938501, 0.06445815799271197, 0.05886044885260471, 0.058760825292112774, 0.056458708330384993, 0.05278287357264965, 0.05199939463462051, 0.05260455977850314, 0.052434731459071425, 0.050782581467577616, 0.049350405873274876, 0.048169974455163814, 0.04887675114571462, 0.05141303200042258, 0.050666304127634176, 0.04982085504185084, 0.03384152700521066, 0.031498399123766486]"
COMPAS,AQ,av,0.3372921873975837,0.139938751571098,"[0.012745514327263854, 0.03377585448769341, 0.04749859353406079, 0.07947519919004828, 0.11046526937467913, 0.12200267318510175, 0.15300274624142046, 0.16921755473683978, 0.17918481698524094, 0.18463618242151736, 0.19842514599503924, 0.21500512071815908, 0.24827857660344343, 0.2593754636013651, 0.27348361201426685, 0.2792656536390735, 0.28905043128165936, 0.29683478634835325, 0.3102634921994628, 0.3229904365329006, 0.32660686798651095, 0.3439815423366489, 0.3530830217763579, 0.3755906627221376, 0.38268448521887677, 0.3906056000897432, 0.3954187752202755, 0.40824648742883507, 0.4122892597413628, 0.4169524547595069, 0.418051778910402, 0.42632415113286876, 0.4304743725197208, 0.4317626794801659, 0.4341145419308172, 0.439241754304785, 0.44473010906066035, 0.449063959896525, 0.45296980118103364, 0.45890258719203764, 0.47178311202063383, 0.47508351096209, 0.48228598053923, 0.4842930553215291, 0.4864118152493603, 0.4874314482066099, 0.48980685073634567, 0.49145595204436543, 0.5094773359244981, 0.510508292567665]","[0.01617467329637945, 0.028482662298098815, 0.03491771911621807, 0.06757923207898926, 0.08265023243798165, 0.07930705269808795, 0.09354449476741782, 0.09052833459714181, 0.08659994541825633, 0.08656313690431658, 0.0852737280669214, 0.1033235850626655, 0.116159359019602, 0.11026451316435797, 0.10954224656861038, 0.11018040638726186, 0.11330114195296875, 0.10861002514431575, 0.11130716894903105, 0.1044150321452026, 0.10620856810815309, 0.09535849551339373, 0.09691357054882009, 0.09279316002667329, 0.08773504554511741, 0.08968423207294424, 0.09349947148599079, 0.092862858543624, 0.09290273716514026, 0.09077974781189886, 0.09083404029788539, 0.08494965477665613, 0.08504039745079209, 0.08444392555327661, 0.0859359948276775, 0.08496151403230864, 0.08272384467200872, 0.0854255200494025, 0.08449971236469332, 0.08097197236040293, 0.07583627163578835, 0.07244505286348558, 0.06410090515106454, 0.06361165207571648, 0.06397385684298981, 0.06329517980886917, 0.06105853623336011, 0.06074319823364604, 0.053393580173791574, 0.052223404731724356]"
COMPAS,BRS,av,0.5068102230689706,0.08520949114425476,"[0.20791217094393435, 0.24908401758793594, 0.3227384254269457, 0.34058889904627254, 0.4008426101542818, 0.4443590900878916, 0.44887831983845006, 0.3962327937462128, 0.41926585048987086, 0.4328571600452905, 0.43234830014567455, 0.44208255644893474, 0.49243040199298316, 0.49830381127192425, 0.49877029548746965, 0.4969567742711522, 0.5052061172662321, 0.5134219892475358, 0.5202835573584033, 0.5257168709903522, 0.5274401472415663, 0.5328335337922223, 0.5328119234292441, 0.5363640838059691, 0.5374344844792773, 0.5377126361483792, 0.5428378758916851, 0.5422600977592434, 0.5441933048775659, 0.5453384251123852, 0.5548777589107986, 0.5514953742298359, 0.5498370313648355, 0.551268108204511, 0.5453512062154859, 0.5520788071934819, 0.5552867447043361, 0.5564532293372595, 0.5659445224817266, 0.57155004035775, 0.5694630354696221, 0.57500489885344, 0.5760191961210304, 0.5757827337636329, 0.5758065521632816, 0.583750287172268, 0.5904736299096122, 0.58994116988978, 0.5899224700774255, 0.5926978326431277]","[0.13656251970647823, 0.12594510379141183, 0.10382447813801779, 0.10915404027488874, 0.12266648312744843, 0.12987928303931803, 0.1269805969277969, 0.12563664426569388, 0.10814083951553438, 0.10717551521055314, 0.10643398170356325, 0.09041307844982263, 0.05669627692823641, 0.040205827922967015, 0.03775700145756979, 0.0577878619390141, 0.05671448122336888, 0.06969697156904998, 0.055213512021994225, 0.054388754148002004, 0.053312671151175994, 0.05353295638396235, 0.05167037527763492, 0.05374669388905639, 0.05875040595160158, 0.05841181627159011, 0.056674496081060344, 0.05523407777728107, 0.06112394669532471, 0.06236394665095828, 0.05939462356750653, 0.05856259608266895, 0.05716880485424682, 0.05650443528179714, 0.06576975828759946, 0.06222277856883009, 0.06292426524539, 0.06155534988360641, 0.04997777746874462, 0.048722454884136526, 0.04792602049420858, 0.04721838154170536, 0.047568313770412894, 0.04868917668175904, 0.04771758335719542, 0.04525029413072936, 0.03704812951605959, 0.04644430698372734, 0.04441623112315556, 0.03774461576086862]"
HIV,Find-RS,av,0.7309576735219097,0.16590748520345797,"[0.13208787210166165, 0.2517085575603419, 0.319571279851341, 0.37352216418038103, 0.4378241741818587, 0.5160390351410065, 0.5586082052532396, 0.5962512396177939, 0.6096039182782376, 0.6395013394482503, 0.6627054535474904, 0.6851180615572917, 0.7060903045325755, 0.7224934491750294, 0.7341354079102028, 0.7557667300620563, 0.7679708221668184, 0.7709413664805662, 0.7747621168040776, 0.7786825689152743, 0.7874109732985755, 0.7917426982225185, 0.7972891864347644, 0.804800994604201, 0.8085736110696555, 0.8133223647871375, 0.8131930642726866, 0.8148731268394875, 0.8193982774589263, 0.8214529654411724, 0.8234788354335272, 0.8257934911592691, 0.8267036038143875, 0.8301798825897378, 0.8307609716169633, 0.8315353428353776, 0.8327218658064123, 0.8330488329476093, 0.8347087289754735, 0.8347262590457522, 0.8363689485084074, 0.8363331957107383, 0.8375155370695395, 0.8377526643508251, 0.8382691327985649, 0.8386762243301578, 0.8387475644086628, 0.8371242771735774, 0.8386227786720788, 0.8393742096538009]","[0.04886786176064731, 0.06766731309271115, 0.09345984422012078, 0.123847970466711, 0.1296570725172713, 0.09339218427206802, 0.06922883134301715, 0.06823584106186294, 0.0693441691750005, 0.07972139216251362, 0.08938886271397334, 0.08312140019784708, 0.07551142516314563, 0.0636252713510803, 0.055122100207592874, 0.049633271460406234, 0.030384693112500423, 0.03161595548956237, 0.03383959533663543, 0.03237546060800593, 0.023333250078499606, 0.022022890657733937, 0.019517410897525195, 0.019744687706291834, 0.020349200990464077, 0.02124534729442912, 0.022268746159794257, 0.023943499725925653, 0.023120443800655713, 0.022429613746920703, 0.022635995976175126, 0.0197744877016988, 0.0212723320683577, 0.024883334736166315, 0.025476060263156276, 0.02444505241941001, 0.024736487161123213, 0.023772101265868782, 0.023901197808790398, 0.024038211735116465, 0.0236797849194462, 0.025251878737975558, 0.0268344705871073, 0.02678636941986307, 0.026389261526980328, 0.026177743612740344, 0.026367452185363044, 0.025327358427505966, 0.025373926697689987, 0.02529433626050343]"
HIV,RIPPER,av,0.8148071294515801,0.11908396915820997,"[0.2681788179298428, 0.42257883803193186, 0.5382535756458557, 0.5914573631015414, 0.6637431274158752, 0.7077124203005238, 0.7392791429209175, 0.7613356396261067, 0.7976236964849082, 0.8200630242648638, 0.8393477149340637, 0.8462610179781966, 0.8478150218906155, 0.8541932799002245, 0.8548850162342514, 0.8467946636977212, 0.848559655331553, 0.8445620027299208, 0.8530052844944104, 0.8566665116335255, 0.8592459899688585, 0.8584433534128836, 0.8570167461567542, 0.8573160034967001, 0.8600191268891862, 0.8610945610786518, 0.8610945610786518, 0.8609089868489599, 0.8637585248973159, 0.8649808717286938, 0.8627083986044811, 0.8639314127765978, 0.8643322321920225, 0.8646077809837583, 0.8655138500066218, 0.865799142045432, 0.8668116508866675, 0.8665120810030599, 0.8675318444782905, 0.8666426550297837, 0.867555865570162, 0.8678907481265365, 0.8678907481265365, 0.8681662969182724, 0.8681662969182724, 0.8679652269990378, 0.8679652269990378, 0.8681301656043756, 0.8681301656043756, 0.8679101436021754]","[0.07081448596720805, 0.037219465858720074, 0.07045436198059844, 0.06776018550705674, 0.044150456556065705, 0.057200099812084404, 0.044232202701319466, 0.05839961012263817, 0.03815785293228433, 0.03505983235881202, 0.02446994048071504, 0.02497000670430009, 0.025091997615407795, 0.021673570183538035, 0.021605338512554643, 0.025034202776354944, 0.02639237524780485, 0.032916326071025105, 0.03091060039179732, 0.029267812700699513, 0.02880080099379316, 0.028241845112634518, 0.028137148333833517, 0.025334774272544512, 0.025016673868615474, 0.02556630120808491, 0.02556630120808491, 0.025362850349162053, 0.025868114830222836, 0.02547573185269389, 0.02618787927363312, 0.02652573581774994, 0.026259398056341123, 0.026131796216617143, 0.025802271383745783, 0.02590012049060172, 0.025183834192024326, 0.02529683572116552, 0.026092998724665726, 0.02728063423342891, 0.026134095699703066, 0.02528841928948852, 0.02528841928948852, 0.02511688372099837, 0.02511688372099837, 0.026144098363711992, 0.026144098363711992, 0.02607457733641103, 0.02607457733641103, 0.02588853655686524]"
